county,results_precinct_id,geo_precinct_id,match_method
BRUNSWICK,WB01,WB01,exact
BRUNSWICK,WB02,WB02,exact
BRUNSWICK,WB03,WB03,exact
BRUNSWICK,WB04,WB04,exact
BRUNSWICK,WB05,WB05,exact
BRUNSWICK,WB06,WB06,exact
BUNCOMBE,1.1,01.1,decimal_leading_zero
BUNCOMBE,10.1,10.1,exact
BUNCOMBE,11.1,11.1,exact
BUNCOMBE,12.1,12.1,exact
BUNCOMBE,13.1,13.1,exact
BUNCOMBE,14.2,14.2,exact
BUNCOMBE,14.3,14.3,exact
BUNCOMBE,15.1,15.1,exact
BUNCOMBE,16.2,16.2,exact
BUNCOMBE,17.1,17.1,exact
BUNCOMBE,18.2,18.2,exact
BUNCOMBE,19.1,19.1,exact
BUNCOMBE,2.1,02.1,decimal_leading_zero
BUNCOMBE,20.1,20.1,exact
BUNCOMBE,21.1,21.1,exact
BUNCOMBE,22.2,22.2,exact
BUNCOMBE,23.2,23.2,exact
BUNCOMBE,23.3,23.3,exact
BUNCOMBE,24.1,24.1,exact
BUNCOMBE,25.1,25.1,exact
BUNCOMBE,26.1,26.1,exact
BUNCOMBE,27.2,27.2,exact
BUNCOMBE,28.1,28.1,exact
BUNCOMBE,29.2,29.2,exact
BUNCOMBE,3.1,03.1,decimal_leading_zero
BUNCOMBE,30.2,30.2,exact
BUNCOMBE,30.3,30.3,exact
BUNCOMBE,31.1,31.1,exact
BUNCOMBE,32.1,32.1,exact
BUNCOMBE,33.2,33.2,exact
BUNCOMBE,33.3,33.3,exact
BUNCOMBE,34.1,34.1,exact
BUNCOMBE,35.1,35.1,exact
BUNCOMBE,36.1,36.1,exact
BUNCOMBE,37.1,37.1,exact
BUNCOMBE,38.2,38.2,exact
BUNCOMBE,38.3,38.3,exact
BUNCOMBE,39.2,39.2,exact
BUNCOMBE,39.3,39.3,exact
BUNCOMBE,4.1,04.1,decimal_leading_zero
BUNCOMBE,40.2,40.2,exact
BUNCOMBE,41.1,41.1,exact
BUNCOMBE,42.1,42.1,exact
BUNCOMBE,43.2,43.2,exact
BUNCOMBE,44.1,44.1,exact
BUNCOMBE,45.1,45.1,exact
BUNCOMBE,46.1,46.1,exact
BUNCOMBE,47.1,47.1,exact
BUNCOMBE,48.1,48.1,exact
BUNCOMBE,49.1,49.1,exact
BUNCOMBE,5.1,05.1,decimal_leading_zero
BUNCOMBE,50.1,50.1,exact
BUNCOMBE,51.2,51.2,exact
BUNCOMBE,52.1,52.1,exact
BUNCOMBE,53.1,53.1,exact
BUNCOMBE,54.2,54.2,exact
BUNCOMBE,55.1,55.1,exact
BUNCOMBE,56.2,56.2,exact
BUNCOMBE,57.1,57.1,exact
BUNCOMBE,58.1,58.1,exact
BUNCOMBE,59.1,59.1,exact
BUNCOMBE,6.1,06.1,decimal_leading_zero
BUNCOMBE,60.2,60.2,exact
BUNCOMBE,60.4,60.4,exact
BUNCOMBE,61.1,61.1,exact
BUNCOMBE,62.1,62.1,exact
BUNCOMBE,63.1,63.1,exact
BUNCOMBE,64.1,64.1,exact
BUNCOMBE,65.1,65.1,exact
BUNCOMBE,66.1,66.1,exact
BUNCOMBE,67.1,67.1,exact
BUNCOMBE,68.1,68.1,exact
BUNCOMBE,681,681,exact
BUNCOMBE,69.1,69.1,exact
BUNCOMBE,7.1,07.1,decimal_leading_zero
BUNCOMBE,70.1,70.1,exact
BUNCOMBE,71.1,71.1,exact
BUNCOMBE,8.2,08.2,decimal_leading_zero
BUNCOMBE,8.3,08.3,decimal_leading_zero
BUNCOMBE,9.1,09.1,decimal_leading_zero
BURKE,0047-A,0047-A,exact
BURKE,0047-B,0047-B,exact
BURKE,1,0001,leading_zero
BURKE,11,0011,leading_zero
BURKE,12,0012,leading_zero
BURKE,13,0013,leading_zero
BURKE,14,0014,leading_zero
BURKE,15,0015,leading_zero
BURKE,18,0018,leading_zero
BURKE,19,0019,leading_zero
BURKE,20,0020,leading_zero
BURKE,21,0021,leading_zero
BURKE,22,0022,leading_zero
BURKE,24,0024,leading_zero
BURKE,3,0003,leading_zero
BURKE,31,0031,leading_zero
BURKE,34,0034,leading_zero
BURKE,35,0035,leading_zero
BURKE,36,0036,leading_zero
BURKE,38,0038,leading_zero
BURKE,39,0039,leading_zero
BURKE,40,0040,leading_zero
BURKE,48,0048,leading_zero
BURKE,51,0051,leading_zero
BURKE,52,0052,leading_zero
BURKE,62,0062,leading_zero
BURKE,64,0064,leading_zero
BURKE,66,0066,leading_zero
BURKE,70,0070,leading_zero
BURKE,71,0071,leading_zero
BURKE,72,0072,leading_zero
CABARRUS,01-02,01-02,exact
CABARRUS,01-04,01-04,exact
CABARRUS,01-07,01-07,exact
CABARRUS,01-08,01-08,exact
CABARRUS,01-10,01-10,exact
CABARRUS,01-11,01-11,exact
CABARRUS,02-01,02-01,exact
CABARRUS,02-02,02-02,exact
CABARRUS,02-03,02-03,exact
CABARRUS,02-05,02-05,exact
CABARRUS,02-06,02-06,exact
CABARRUS,02-07,02-07,exact
CABARRUS,02-08,02-08,exact
CABARRUS,02-09,02-09,exact
CABARRUS,03-00,03-00,exact
CABARRUS,04-01,04-01,exact
CABARRUS,04-03,04-03,exact
CABARRUS,04-08,04-08,exact
CABARRUS,04-09,04-09,exact
CABARRUS,04-11,04-11,exact
CABARRUS,04-12,04-12,exact
CABARRUS,04-13,04-13,exact
CABARRUS,05-00,05-00,exact
CABARRUS,06-00,06-00,exact
CABARRUS,07-00,07-00,exact
CABARRUS,08-00,08-00,exact
CABARRUS,09-00,09-00,exact
CABARRUS,10-00,10-00,exact
CABARRUS,11-01,11-01,exact
CABARRUS,11-02,11-02,exact
CABARRUS,12-03,12-03,exact
CABARRUS,12-04,12-04,exact
CABARRUS,12-05,12-05,exact
CABARRUS,12-08,12-08,exact
CABARRUS,12-09,12-09,exact
CABARRUS,12-11,12-11,exact
CABARRUS,12-12,12-12,exact
CABARRUS,12-13,12-13,exact
CABARRUS,12-14,12-14,exact
CALDWELL,1,1,exact
CALDWELL,10,10,exact
CALDWELL,11,11,exact
CALDWELL,12,12,exact
CALDWELL,13,13,exact
CALDWELL,14,14,exact
CALDWELL,15,15,exact
CALDWELL,2,2,exact
CALDWELL,3,3,exact
CALDWELL,4,4,exact
CALDWELL,5,5,exact
CALDWELL,6,6,exact
CALDWELL,7,7,exact
CALDWELL,8,8,exact
CALDWELL,9,9,exact
CAMDEN,CH,CH,exact
CAMDEN,SH,SH,exact
CAMDEN,SM,SM,exact
CARTERET,ABCH,ABCH,exact
CARTERET,ASCI,ASCI,exact
CARTERET,BCRK,BCRK,exact
CARTERET,BFT1,BFT1,exact
CARTERET,BFT2,BFT2,exact
CARTERET,BOGE,BOGE,exact
CARTERET,CAPE,CAPE,exact
CARTERET,DASW,DASW,exact
CARTERET,HAIS,HAIS,exact
CARTERET,IBPK,IBPK,exact
CARTERET,ISLE,ISLE,exact
CARTERET,MASM,MASM,exact
CARTERET,MCRK,MCRK,exact
CARTERET,MERR,MERR,exact
CARTERET,MHD1,MHD1,exact
CARTERET,MHD2,MHD2,exact
CARTERET,MHD3,MHD3,exact
CARTERET,MHD4,MHD4,exact
CARTERET,NPT1,NPT1,exact
CARTERET,NPT2,NPT2,exact
CARTERET,NRIV,NRIV,exact
CARTERET,OTBEG,OTBEG,exact
CARTERET,PELE,PELE,exact
CARTERET,STEL,STEL,exact
CARTERET,WIHA,WIHA,exact
CARTERET,WILD,WILD,exact
CASWELL,ANDE,ANDE,exact
CASWELL,LEAS,LEAS,exact
CASWELL,LOCU,LOCU,exact
CASWELL,MILT,MILT,exact
CASWELL,PELH,PELH,exact
CASWELL,PH,PH,exact
CASWELL,PROVI,PROVI,exact
CASWELL,STON,STON,exact
CASWELL,YANC,YANC,exact
CATAWBA,1,01,leading_zero
CATAWBA,10,10,exact
CATAWBA,11,11,exact
CATAWBA,12,12,exact
CATAWBA,13,13,exact
CATAWBA,14,14,exact
CATAWBA,15,15,exact
CATAWBA,16,16,exact
CATAWBA,17,17,exact
CATAWBA,19,19,exact
CATAWBA,2,02,leading_zero
CATAWBA,20,20,exact
CATAWBA,21,21,exact
CATAWBA,22,22,exact
CATAWBA,23,23,exact
CATAWBA,24,24,exact
CATAWBA,25,25,exact
CATAWBA,26,26,exact
CATAWBA,27,27,exact
CATAWBA,28,28,exact
CATAWBA,29,29,exact
CATAWBA,3,03,leading_zero
CATAWBA,30,30,exact
CATAWBA,31,31,exact
CATAWBA,32,32,exact
CATAWBA,33,33,exact
CATAWBA,34,34,exact
CATAWBA,35,35,exact
CATAWBA,36,36,exact
CATAWBA,37,37,exact
CATAWBA,38,38,exact
CATAWBA,39,39,exact
CATAWBA,4,04,leading_zero
CATAWBA,40,40,exact
CATAWBA,41,41,exact
CATAWBA,5,05,leading_zero
CATAWBA,6,06,leading_zero
CATAWBA,7,07,leading_zero
CATAWBA,8,08,leading_zero
CATAWBA,9,09,leading_zero
CHATHAM,15,15,exact
CHATHAM,21,21,exact
CHATHAM,3,3,exact
CHATHAM,30,30,exact
CHATHAM,42,42,exact
CHATHAM,75,75,exact
CHATHAM,78,78,exact
CHATHAM,85,85,exact
CHATHAM,9,9,exact
CHATHAM,CRD118,CRD118,exact
CHATHAM,ECL109,ECL109,exact
CHATHAM,EPP112,EPP112,exact
CHATHAM,ESC114,ESC114,exact
CHATHAM,GLD118,GLD118,exact
CHATHAM,MON113,MON113,exact
CHATHAM,NWM117,NWM117,exact
CHATHAM,WCL108,WCL108,exact
CHATHAM,WPP114,WPP114,exact
CHEROKEE,ANNW,ANNW,exact
CHEROKEE,ANSW,ANSW,exact
CHEROKEE,BELL,BELL,exact
CHEROKEE,BRAS,BRAS,exact
CHEROKEE,CSON,CSON,exact
CHEROKEE,GCRK,GCRK,exact
CHEROKEE,HANG,HANG,exact
CHEROKEE,HIWA,HIWA,exact
CHEROKEE,HOTH,HOTH,exact
CHEROKEE,MARB,MARB,exact
CHEROKEE,MURN,MURN,exact
CHEROKEE,MURS,MURS,exact
CHEROKEE,PCHT,PCHT,exact
CHEROKEE,RGER,RGER,exact
CHEROKEE,TOPT,TOPT,exact
CHEROKEE,UNKA,UNKA,exact
CHOWAN,1,1,exact
CHOWAN,2,2,exact
CHOWAN,3,3,exact
CHOWAN,4,4,exact
CHOWAN,5,5,exact
CHOWAN,6,6,exact
CLAY,BRAS,BRAS,exact
CLAY,HAY1,HAY1,exact
CLAY,HAY2,HAY2,exact
CLAY,HAYC,HAYC,exact
CLAY,HIAW,HIAW,exact
CLAY,SHCR,SHCR,exact
CLAY,SWEE,SWEE,exact
CLAY,TUSQ,TUSQ,exact
CLAY,WARN,WARN,exact
CLEVELAND,BETHWR,BETHWR,exact
CLEVELAND,BR,BR,exact
CLEVELAND,CASAR,CASAR,exact
CLEVELAND,FALSTN,FALSTN,exact
CLEVELAND,GROVER,GROVER,exact
CLEVELAND,KINGST,KINGST,exact
CLEVELAND,KM N,KM N,exact
CLEVELAND,KM S,KM S,exact
CLEVELAND,LATT,LATT,exact
CLEVELAND,LAWNDL,LAWNDL,exact
CLEVELAND,MRB-YO,MRB-YO,exact
CLEVELAND,MULLS,MULLS,exact
CLEVELAND,OAKGRV,OAKGRV,exact
CLEVELAND,POLKVL,POLKVL,exact
CLEVELAND,RIPPY,RIPPY,exact
CLEVELAND,S C,S C,exact
CLEVELAND,S E,S E,exact
CLEVELAND,S N,S N,exact
CLEVELAND,S S,S S,exact
CLEVELAND,SHANGI,SHANGI,exact
CLEVELAND,WACO,WACO,exact
COLUMBUS,P02B,P02B,exact
COLUMBUS,P06,P06,exact
COLUMBUS,P07,P07,exact
COLUMBUS,P117,P117,exact
COLUMBUS,P121,P121,exact
COLUMBUS,P14,P14,exact
COLUMBUS,P15,P15,exact
COLUMBUS,P16B,P16B,exact
COLUMBUS,P19,P19,exact
COLUMBUS,P223,P223,exact
COLUMBUS,P22A,P22A,exact
COLUMBUS,P245,P245,exact
COLUMBUS,P26B,P26B,exact
COLUMBUS,P534,P534,exact
COLUMBUS,P82,P82,exact
COLUMBUS,P89,P89,exact
CRAVEN,11,11,exact
CRAVEN,16,16,exact
CRAVEN,17,17,exact
CRAVEN,19,19,exact
CRAVEN,2,02,leading_zero
CRAVEN,20,20,exact
CRAVEN,21,21,exact
CRAVEN,23,23,exact
CRAVEN,3,03,leading_zero
CRAVEN,5,05,leading_zero
CRAVEN,7,07,leading_zero
CRAVEN,CFB8,CFB8,exact
CRAVEN,CLR4,CLR4,exact
CRAVEN,DFB9,DFB9,exact
CRAVEN,N1,N1,exact
CRAVEN,N2,N2,exact
CRAVEN,N3N5,N3N5,exact
CRAVEN,N4,N4,exact
CRAVEN,N6,N6,exact
CRAVEN,TE13,TE13,exact
CRAVEN,VE14,VE14,exact
CUMBERLAND,AH49,AH49,exact
CUMBERLAND,AL51-1,AL51-1,exact
CUMBERLAND,AL51-2,AL51-2,exact
CUMBERLAND,AL51-3,AL51-3,exact
CUMBERLAND,CC01,CC01,exact
CUMBERLAND,CC03,CC03,exact
CUMBERLAND,CC04,CC04,exact
CUMBERLAND,CC06,CC06,exact
CUMBERLAND,CC07,CC07,exact
CUMBERLAND,CC08,CC08,exact
CUMBERLAND,CC10,CC10,exact
CUMBERLAND,CC12,CC12,exact
CUMBERLAND,CC13,CC13,exact
CUMBERLAND,CC14,CC14,exact
CUMBERLAND,CC15,CC15,exact
CUMBERLAND,CC16,CC16,exact
CUMBERLAND,CC17,CC17,exact
CUMBERLAND,CC18,CC18,exact
CUMBERLAND,CC21,CC21,exact
CUMBERLAND,CC22A,CC22A,exact
CUMBERLAND,CC23-2,CC23-2,exact
CUMBERLAND,CC24,CC24,exact
CUMBERLAND,CC25,CC25,exact
CUMBERLAND,CC26,CC26,exact
CUMBERLAND,CC27,CC27,exact
CUMBERLAND,CC29,CC29,exact
CUMBERLAND,CC31,CC31,exact
CUMBERLAND,CC32,CC32,exact
CUMBERLAND,CC33,CC33,exact
CUMBERLAND,CC34,CC34,exact
CUMBERLAND,CC519,CC519,exact
CUMBERLAND,CL57-1,CL57-1,exact
CUMBERLAND,CL57-2,CL57-2,exact
CUMBERLAND,CU02,CU02,exact
CUMBERLAND,EO01,EO01,exact
CUMBERLAND,EO02,EO02,exact
CUMBERLAND,G10A,G10A,exact
CUMBERLAND,G10B,G10B,exact
CUMBERLAND,G10C,G10C,exact
CUMBERLAND,G11B,G11B,exact
CUMBERLAND,G1A,G1A,exact
CUMBERLAND,G1B,G1B,exact
CUMBERLAND,G2A,G2A,exact
CUMBERLAND,G2C-1,G2C-1,exact
CUMBERLAND,G2E-1,G2E-1,exact
CUMBERLAND,G2E-2,G2E-2,exact
CUMBERLAND,G3A-1,G3A-1,exact
CUMBERLAND,G3A-2C,G3A-2C,exact
CUMBERLAND,G3B,G3B,exact
CUMBERLAND,G3C,G3C,exact
CUMBERLAND,G4A,G4A,exact
CUMBERLAND,G4B,G4B,exact
CUMBERLAND,G4C,G4C,exact
CUMBERLAND,G5A-1,G5A-1,exact
CUMBERLAND,G5A-2,G5A-2,exact
CUMBERLAND,G5B-1,G5B-1,exact
CUMBERLAND,G5B-2,G5B-2,exact
CUMBERLAND,G5C,G5C,exact
CUMBERLAND,G6A,G6A,exact
CUMBERLAND,G6B,G6B,exact
CUMBERLAND,G6C,G6C,exact
CUMBERLAND,G7A,G7A,exact
CUMBERLAND,G7B,G7B,exact
CUMBERLAND,G8A,G8A,exact
CUMBERLAND,G8B,G8B,exact
CUMBERLAND,G8C,G8C,exact
CUMBERLAND,G8D,G8D,exact
CUMBERLAND,G9A-3,G9A-3,exact
CUMBERLAND,G9B-1,G9B-1,exact
CUMBERLAND,G9B-2,G9B-2,exact
CUMBERLAND,LI65,LI65,exact
CUMBERLAND,LO66A,LO66A,exact
CUMBERLAND,LR63,LR63,exact
CUMBERLAND,MB62,MB62,exact
CUMBERLAND,MR02,MR02,exact
CUMBERLAND,SH77,SH77,exact
CUMBERLAND,SL78-3,SL78-3,exact
CURRITUCK,CB,CB,exact
CURRITUCK,CH,CH,exact
CURRITUCK,CO,CO,exact
CURRITUCK,EM,EM,exact
CURRITUCK,GW,GW,exact
CURRITUCK,IR,IR,exact
CURRITUCK,KI,KI,exact
CURRITUCK,PB,PB,exact
CURRITUCK,PP,PP,exact
CURRITUCK,WH,WH,exact
CURRITUCK,WM,WM,exact
DARE,AVON,AVON,exact
DARE,BUX,BUX,exact
DARE,CHCA,CHCA,exact
DARE,COL,COL,exact
DARE,DUCK,DUCK,exact
DARE,EL,EL,exact
DARE,FRCO,FRCO,exact
DARE,HAT,HAT,exact
DARE,KDH,KDH,exact
DARE,KTHK,KTHK,exact
DARE,MATO,MATO,exact
DARE,MH,MH,exact
DARE,NGHD,NGHD,exact
DARE,SOSH,SOSH,exact
DARE,STPT,STPT,exact
DARE,WAN,WAN,exact
DAVIDSON,10,10,exact
DAVIDSON,12,12,exact
DAVIDSON,14,14,exact
DAVIDSON,16,16,exact
DAVIDSON,18,18,exact
DAVIDSON,20,20,exact
DAVIDSON,22,22,exact
DAVIDSON,24,24,exact
DAVIDSON,26,26,exact
DAVIDSON,28,28,exact
DAVIDSON,30,30,exact
DAVIDSON,32,32,exact
DAVIDSON,34,34,exact
DAVIDSON,36,36,exact
DAVIDSON,38,38,exact
DAVIDSON,4,04,leading_zero
DAVIDSON,40,40,exact
DAVIDSON,42,42,exact
DAVIDSON,44,44,exact
DAVIDSON,46,46,exact
DAVIDSON,48,48,exact
DAVIDSON,50,50,exact
DAVIDSON,52,52,exact
DAVIDSON,54,54,exact
DAVIDSON,56,56,exact
DAVIDSON,58,58,exact
DAVIDSON,6,06,leading_zero
DAVIDSON,60,60,exact
DAVIDSON,62,62,exact
DAVIDSON,64,64,exact
DAVIDSON,66,66,exact
DAVIDSON,68,68,exact
DAVIDSON,70,70,exact
DAVIDSON,72,72,exact
DAVIDSON,74,74,exact
DAVIDSON,76,76,exact
DAVIDSON,78,78,exact
DAVIDSON,8,08,leading_zero
DAVIDSON,80A,80A,exact
DAVIDSON,82,82,exact
DAVIDSON,84,84,exact
DAVIDSON,86A,86A,exact
DAVIDSON,88,88,exact
DAVIE,1,01,leading_zero
DAVIE,10,10,exact
DAVIE,11,11,exact
DAVIE,12,12,exact
DAVIE,13,13,exact
DAVIE,14,14,exact
DAVIE,2,02,leading_zero
DAVIE,3,03,leading_zero
DAVIE,4,04,leading_zero
DAVIE,5,05,leading_zero
DAVIE,6,06,leading_zero
DAVIE,7,07,leading_zero
DAVIE,8,08,leading_zero
DAVIE,9,09,leading_zero
DUPLIN,ALBE,ALBE,exact
DUPLIN,BEUL,BEUL,exact
DUPLIN,CALY,CALY,exact
DUPLIN,CFRK,CFRK,exact
DUPLIN,CHAR,CHAR,exact
DUPLIN,CHIN,CHIN,exact
DUPLIN,CYCK,CYCK,exact
DUPLIN,FAIS,FAIS,exact
DUPLIN,GLIS,GLIS,exact
DUPLIN,HALL,HALL,exact
DUPLIN,KENA,KENA,exact
DUPLIN,MAGN,MAGN,exact
DUPLIN,ROSE,ROSE,exact
DUPLIN,SMCA,SMCA,exact
DUPLIN,WARS,WARS,exact
DUPLIN,WLLC,WLLC,exact
DUPLIN,WOLF,WOLF,exact
DURHAM,1,01,leading_zero
DURHAM,10,10,exact
DURHAM,12,12,exact
DURHAM,13,13,exact
DURHAM,14,14,exact
DURHAM,15,15,exact
DURHAM,17,17,exact
DURHAM,18,18,exact
DURHAM,19,19,exact
DURHAM,2,02,leading_zero
DURHAM,20,20,exact
DURHAM,21,21,exact
DURHAM,22,22,exact
DURHAM,23,23,exact
DURHAM,24,24,exact
DURHAM,25,25,exact
DURHAM,26,26,exact
DURHAM,27,27,exact
DURHAM,28,28,exact
DURHAM,29,29,exact
DURHAM,3,03,leading_zero
DURHAM,30-2,30-2,exact
DURHAM,30-3,30-3,exact
DURHAM,30-4,30-4,exact
DURHAM,31,31,exact
DURHAM,32,32,exact
DURHAM,33-1,33-1,exact
DURHAM,33-2,33-2,exact
DURHAM,34-1,34-1,exact
DURHAM,34-2,34-2,exact
DURHAM,35-4,35-4,exact
DURHAM,35-5,35-5,exact
DURHAM,36,36,exact
DURHAM,37,37,exact
DURHAM,38,38,exact
DURHAM,4,04,leading_zero
DURHAM,40,40,exact
DURHAM,41,41,exact
DURHAM,42,42,exact
DURHAM,43,43,exact
DURHAM,44,44,exact
DURHAM,45,45,exact
DURHAM,46,46,exact
DURHAM,47,47,exact
DURHAM,5,05,leading_zero
DURHAM,50,50,exact
DURHAM,51,51,exact
DURHAM,52,52,exact
DURHAM,53-2,53-2,exact
DURHAM,54,54,exact
DURHAM,55-11,55-11,exact
DURHAM,55-49,55-49,exact
DURHAM,56,56,exact
DURHAM,57,57,exact
DURHAM,6,06,leading_zero
DURHAM,7,07,leading_zero
DURHAM,8,08,leading_zero
DURHAM,9,09,leading_zero
EDGECOMBE,1001,1001,exact
EDGECOMBE,101,0101,leading_zero
EDGECOMBE,102,0102,leading_zero
EDGECOMBE,103,0103,leading_zero
EDGECOMBE,104,0104,leading_zero
EDGECOMBE,1101,1101,exact
EDGECOMBE,1201,1201,exact
EDGECOMBE,1202,1202,exact
EDGECOMBE,1203,1203,exact
EDGECOMBE,1204,1204,exact
EDGECOMBE,1205,1205,exact
EDGECOMBE,1301,1301,exact
EDGECOMBE,1401,1401,exact
EDGECOMBE,201,0201,leading_zero
EDGECOMBE,301,0301,leading_zero
EDGECOMBE,401,0401,leading_zero
EDGECOMBE,501,0501,leading_zero
EDGECOMBE,601,0601,leading_zero
EDGECOMBE,701,0701,leading_zero
EDGECOMBE,801,0801,leading_zero
EDGECOMBE,901,0901,leading_zero
FORSYTH,101,101,exact
FORSYTH,111,111,exact
FORSYTH,112,112,exact
FORSYTH,12,012,leading_zero
FORSYTH,121,121,exact
FORSYTH,123,123,exact
FORSYTH,124,124,exact
FORSYTH,13,013,leading_zero
FORSYTH,131,131,exact
FORSYTH,132,132,exact
FORSYTH,134,134,exact
FORSYTH,135,135,exact
FORSYTH,14,014,leading_zero
FORSYTH,15,015,leading_zero
